contig_id,cluster_id
NODE_195_length_9185_cov_2.851698.concoct_part_0,4
NODE_196_length_9172_cov_4.005923.concoct_part_0,27
NODE_197_length_9158_cov_2.751840.concoct_part_0,10
NODE_198_length_9141_cov_2.811798.concoct_part_0,10
NODE_199_length_9129_cov_2.540996.concoct_part_0,4
NODE_200_length_9090_cov_6.662756.concoct_part_0,28
NODE_201_length_9085_cov_4.332226.concoct_part_0,27
NODE_202_length_9039_cov_2.829920.concoct_part_0,10
NODE_203_length_9019_cov_3.292838.concoct_part_0,27
NODE_204_length_8958_cov_3.104908.concoct_part_0,27
NODE_205_length_8905_cov_3.239322.concoct_part_0,27
NODE_206_length_8903_cov_3.623305.concoct_part_0,27
NODE_207_length_8887_cov_3.269701.concoct_part_0,28
NODE_208_length_8866_cov_2.808535.concoct_part_0,10
NODE_209_length_8823_cov_3.244868.concoct_part_0,28
NODE_210_length_8818_cov_2.739929.concoct_part_0,10
NODE_211_length_8715_cov_7.684411.concoct_part_0,28
NODE_212_length_8706_cov_2.492544.concoct_part_0,25
NODE_213_length_8643_cov_2.921984.concoct_part_0,27
NODE_214_length_8598_cov_2.641227.concoct_part_0,10
NODE_215_length_8593_cov_2.493324.concoct_part_0,10
NODE_216_length_8513_cov_3.422795.concoct_part_0,27
NODE_217_length_8495_cov_3.011967.concoct_part_0,4
NODE_218_length_8485_cov_2.836180.concoct_part_0,4
NODE_219_length_8450_cov_3.041453.concoct_part_0,27
NODE_220_length_8444_cov_2.940517.concoct_part_0,4
NODE_221_length_8411_cov_2.850287.concoct_part_0,4
NODE_222_length_8392_cov_3.545640.concoct_part_0,27
NODE_223_length_8392_cov_2.726760.concoct_part_0,10
NODE_224_length_8382_cov_2.990753.concoct_part_0,4
NODE_225_length_8381_cov_2.651093.concoct_part_0,27
NODE_226_length_8341_cov_2.709389.concoct_part_0,10
NODE_227_length_8329_cov_3.013295.concoct_part_0,18
NODE_228_length_8321_cov_2.942173.concoct_part_0,4
NODE_229_length_8321_cov_2.770022.concoct_part_0,10
NODE_230_length_8321_cov_2.689814.concoct_part_0,4
NODE_231_length_8263_cov_3.630848.concoct_part_0,18
NODE_232_length_8247_cov_2.749268.concoct_part_0,4
NODE_233_length_8241_cov_2.844857.concoct_part_0,27
